RUN_ID=HAZE4K-official-marginal-gain-audit-autodl-20260530-hgb-full
ROOT=/root/autodl-tmp/workspace/Dehaze-Net
OUTPUT_DIR=/root/autodl-tmp/workspace/Dehaze-Net/experiment/HAZE4K/official_marginal_gain_audit/HAZE4K-official-marginal-gain-audit-autodl-20260530-hgb-full
LOG_FILE=/root/autodl-tmp/workspace/Dehaze-Net/experiment/HAZE4K/_run_logs/HAZE4K-official-marginal-gain-audit-autodl-20260530-hgb-full.log
OFFICIAL_STEP0_CHECKPOINT=/root/autodl-tmp/workspace/Dehaze-Net/experiment/HAZE4K/DEA-Net-OfficialWarmStart-LFv1-H4K-local-scout100k-20260528-152808/saved_model/official_warmstart_step0.pk
OFFICIAL_WARM_CHECKPOINT=/root/autodl-tmp/workspace/Dehaze-Net/experiment/HAZE4K/DEA-Net-OfficialWarmStart-LFv1-H4K-local-scout100k-20260528-152808/saved_model/best.pk
COLD_CR_CHECKPOINT=/root/autodl-tmp/workspace/Dehaze-Net/experiment/HAZE4K/DEA-Net-CR-H4K-Baseline-scout-20260520-101334/saved_model/best.pk
LFV1_CHECKPOINT=/root/autodl-tmp/workspace/Dehaze-Net/experiment/HAZE4K/DEA-Net-LF-H4K-scout-20260521-003100/saved_model/best.pk
RESIDUALCALIB_CHECKPOINT=/root/autodl-tmp/workspace/Dehaze-Net/experiment/HAZE4K/DEA-Net-LF-ResidualCalib-H4K-scout100k-20260525-122654/saved_model/best.pk
CRPLUS_CHECKPOINT=/root/autodl-tmp/workspace/Dehaze-Net/experiment/HAZE4K/DEA-Net-CRPlusV2-w003-H4K-scout100k-20260526-225540/saved_model/best.pk
CBRFRC_CHECKPOINT=/root/autodl-tmp/workspace/Dehaze-Net/experiment/HAZE4K/DEA-Net-CBRFRC-v1-H4K-scout100k-20260530-012811/saved_model/best.pk
ROUTE_EVIDENCE_CSV=/root/autodl-tmp/workspace/Dehaze-Net/docs/ai_text_packages/20260530-cbrfrc-v1/experiment/HAZE4K/route_evidence_review/HAZE4K-route-evidence-review-20260528/model_per_image_matrix.csv
Sat May 30 16:28:41 CST 2026
scikit-learn 1.7.2
CRPlus-v2 checkpoint not found on this server; using route evidence CSV metrics only.
/root/autodl-tmp/workspace/Dehaze-Net/code/model/modules/deconv.py:19: UserWarning: The torch.cuda.*DtypeTensor constructors are no longer recommended. It's best to use methods such as torch.tensor(data, dtype=*, device='cuda') to create tensors. (Triggered internally at /pytorch/torch/csrc/tensor/python_tensor.cpp:78.)
  conv_weight_cd = torch.cuda.FloatTensor(conv_shape[0], conv_shape[1], 3 * 3).fill_(0)
official audit rows 25/1000
official audit rows 50/1000
official audit rows 75/1000
official audit rows 100/1000
official audit rows 125/1000
official audit rows 150/1000
official audit rows 175/1000
official audit rows 200/1000
official audit rows 225/1000
official audit rows 250/1000
official audit rows 275/1000
official audit rows 300/1000
official audit rows 325/1000
official audit rows 350/1000
official audit rows 375/1000
official audit rows 400/1000
official audit rows 425/1000
official audit rows 450/1000
official audit rows 475/1000
official audit rows 500/1000
official audit rows 525/1000
official audit rows 550/1000
official audit rows 575/1000
official audit rows 600/1000
official audit rows 625/1000
official audit rows 650/1000
official audit rows 675/1000
official audit rows 700/1000
official audit rows 725/1000
official audit rows 750/1000
official audit rows 775/1000
official audit rows 800/1000
official audit rows 825/1000
official audit rows 850/1000
official audit rows 875/1000
official audit rows 900/1000
official audit rows 925/1000
official audit rows 950/1000
official audit rows 975/1000
official audit rows 1000/1000
A_output_plus_meta hgb margin 0.15 content_cluster=content_k5_c3
A_output_plus_meta hgb margin 0.15 content_cluster=content_k5_c4
A_output_plus_meta hgb margin 0.15 residual_energy_bin=residual_high_q4
A_output_plus_meta hgb margin 0.15 residual_energy_bin=residual_low_q1
A_output_plus_meta hgb margin 0.15 residual_energy_bin=residual_midhigh_q3
A_output_plus_meta hgb margin 0.15 residual_energy_bin=residual_midlow_q2
B_candidate_output_deltas hgb margin 0.15 random_1
B_candidate_output_deltas hgb margin 0.15 random_2
B_candidate_output_deltas hgb margin 0.15 random_3
B_candidate_output_deltas hgb margin 0.15 official_strength_bin=midhigh_official_q3
B_candidate_output_deltas hgb margin 0.15 official_strength_bin=midlow_official_q2
B_candidate_output_deltas hgb margin 0.15 official_strength_bin=strong_official_q4
B_candidate_output_deltas hgb margin 0.15 official_strength_bin=weak_official_q1
B_candidate_output_deltas hgb margin 0.15 cr_strength_bin=midhigh_cr_q3
B_candidate_output_deltas hgb margin 0.15 cr_strength_bin=midlow_cr_q2
B_candidate_output_deltas hgb margin 0.15 cr_strength_bin=strong_cr_q4
B_candidate_output_deltas hgb margin 0.15 cr_strength_bin=weak_cr_q1
B_candidate_output_deltas hgb margin 0.15 airlight_bin=0.65<=A<0.75
B_candidate_output_deltas hgb margin 0.15 airlight_bin=0.75<=A<0.85
B_candidate_output_deltas hgb margin 0.15 airlight_bin=0.85<=A<0.95
B_candidate_output_deltas hgb margin 0.15 airlight_bin=A<0.65
B_candidate_output_deltas hgb margin 0.15 airlight_bin=A>=0.95
B_candidate_output_deltas hgb margin 0.15 beta_bin=0.8<=beta<1.1
B_candidate_output_deltas hgb margin 0.15 beta_bin=1.1<=beta<1.4
B_candidate_output_deltas hgb margin 0.15 beta_bin=1.4<=beta<1.7
B_candidate_output_deltas hgb margin 0.15 beta_bin=beta<0.8
B_candidate_output_deltas hgb margin 0.15 beta_bin=beta>=1.7
B_candidate_output_deltas hgb margin 0.15 content_cluster=content_k5_c0
B_candidate_output_deltas hgb margin 0.15 content_cluster=content_k5_c1
B_candidate_output_deltas hgb margin 0.15 content_cluster=content_k5_c2
B_candidate_output_deltas hgb margin 0.15 content_cluster=content_k5_c3
B_candidate_output_deltas hgb margin 0.15 content_cluster=content_k5_c4
B_candidate_output_deltas hgb margin 0.15 residual_energy_bin=residual_high_q4
B_candidate_output_deltas hgb margin 0.15 residual_energy_bin=residual_low_q1
B_candidate_output_deltas hgb margin 0.15 residual_energy_bin=residual_midhigh_q3
B_candidate_output_deltas hgb margin 0.15 residual_energy_bin=residual_midlow_q2
C_official_internal hgb margin 0.15 random_1
C_official_internal hgb margin 0.15 random_2
C_official_internal hgb margin 0.15 random_3
C_official_internal hgb margin 0.15 official_strength_bin=midhigh_official_q3
C_official_internal hgb margin 0.15 official_strength_bin=midlow_official_q2
C_official_internal hgb margin 0.15 official_strength_bin=strong_official_q4
C_official_internal hgb margin 0.15 official_strength_bin=weak_official_q1
C_official_internal hgb margin 0.15 cr_strength_bin=midhigh_cr_q3
C_official_internal hgb margin 0.15 cr_strength_bin=midlow_cr_q2
C_official_internal hgb margin 0.15 cr_strength_bin=strong_cr_q4
C_official_internal hgb margin 0.15 cr_strength_bin=weak_cr_q1
C_official_internal hgb margin 0.15 airlight_bin=0.65<=A<0.75
C_official_internal hgb margin 0.15 airlight_bin=0.75<=A<0.85
C_official_internal hgb margin 0.15 airlight_bin=0.85<=A<0.95
C_official_internal hgb margin 0.15 airlight_bin=A<0.65
C_official_internal hgb margin 0.15 airlight_bin=A>=0.95
C_official_internal hgb margin 0.15 beta_bin=0.8<=beta<1.1
C_official_internal hgb margin 0.15 beta_bin=1.1<=beta<1.4
C_official_internal hgb margin 0.15 beta_bin=1.4<=beta<1.7
C_official_internal hgb margin 0.15 beta_bin=beta<0.8
C_official_internal hgb margin 0.15 beta_bin=beta>=1.7
C_official_internal hgb margin 0.15 content_cluster=content_k5_c0
C_official_internal hgb margin 0.15 content_cluster=content_k5_c1
C_official_internal hgb margin 0.15 content_cluster=content_k5_c2
C_official_internal hgb margin 0.15 content_cluster=content_k5_c3
C_official_internal hgb margin 0.15 content_cluster=content_k5_c4
C_official_internal hgb margin 0.15 residual_energy_bin=residual_high_q4
C_official_internal hgb margin 0.15 residual_energy_bin=residual_low_q1
C_official_internal hgb margin 0.15 residual_energy_bin=residual_midhigh_q3
C_official_internal hgb margin 0.15 residual_energy_bin=residual_midlow_q2
D_internal_contrast hgb margin 0.15 random_1
D_internal_contrast hgb margin 0.15 random_2
D_internal_contrast hgb margin 0.15 random_3
D_internal_contrast hgb margin 0.15 official_strength_bin=midhigh_official_q3
D_internal_contrast hgb margin 0.15 official_strength_bin=midlow_official_q2
D_internal_contrast hgb margin 0.15 official_strength_bin=strong_official_q4
D_internal_contrast hgb margin 0.15 official_strength_bin=weak_official_q1
D_internal_contrast hgb margin 0.15 cr_strength_bin=midhigh_cr_q3
D_internal_contrast hgb margin 0.15 cr_strength_bin=midlow_cr_q2
D_internal_contrast hgb margin 0.15 cr_strength_bin=strong_cr_q4
D_internal_contrast hgb margin 0.15 cr_strength_bin=weak_cr_q1
D_internal_contrast hgb margin 0.15 airlight_bin=0.65<=A<0.75
D_internal_contrast hgb margin 0.15 airlight_bin=0.75<=A<0.85
D_internal_contrast hgb margin 0.15 airlight_bin=0.85<=A<0.95
D_internal_contrast hgb margin 0.15 airlight_bin=A<0.65
D_internal_contrast hgb margin 0.15 airlight_bin=A>=0.95
D_internal_contrast hgb margin 0.15 beta_bin=0.8<=beta<1.1
D_internal_contrast hgb margin 0.15 beta_bin=1.1<=beta<1.4
D_internal_contrast hgb margin 0.15 beta_bin=1.4<=beta<1.7
D_internal_contrast hgb margin 0.15 beta_bin=beta<0.8
D_internal_contrast hgb margin 0.15 beta_bin=beta>=1.7
D_internal_contrast hgb margin 0.15 content_cluster=content_k5_c0
D_internal_contrast hgb margin 0.15 content_cluster=content_k5_c1
D_internal_contrast hgb margin 0.15 content_cluster=content_k5_c2
D_internal_contrast hgb margin 0.15 content_cluster=content_k5_c3
D_internal_contrast hgb margin 0.15 content_cluster=content_k5_c4
D_internal_contrast hgb margin 0.15 residual_energy_bin=residual_high_q4
D_internal_contrast hgb margin 0.15 residual_energy_bin=residual_low_q1
D_internal_contrast hgb margin 0.15 residual_energy_bin=residual_midhigh_q3
D_internal_contrast hgb margin 0.15 residual_energy_bin=residual_midlow_q2
E_all_deployable hgb margin 0.15 random_1
E_all_deployable hgb margin 0.15 random_2
E_all_deployable hgb margin 0.15 random_3
E_all_deployable hgb margin 0.15 official_strength_bin=midhigh_official_q3
E_all_deployable hgb margin 0.15 official_strength_bin=midlow_official_q2
E_all_deployable hgb margin 0.15 official_strength_bin=strong_official_q4
E_all_deployable hgb margin 0.15 official_strength_bin=weak_official_q1
E_all_deployable hgb margin 0.15 cr_strength_bin=midhigh_cr_q3
E_all_deployable hgb margin 0.15 cr_strength_bin=midlow_cr_q2
E_all_deployable hgb margin 0.15 cr_strength_bin=strong_cr_q4
E_all_deployable hgb margin 0.15 cr_strength_bin=weak_cr_q1
E_all_deployable hgb margin 0.15 airlight_bin=0.65<=A<0.75
E_all_deployable hgb margin 0.15 airlight_bin=0.75<=A<0.85
E_all_deployable hgb margin 0.15 airlight_bin=0.85<=A<0.95
E_all_deployable hgb margin 0.15 airlight_bin=A<0.65
E_all_deployable hgb margin 0.15 airlight_bin=A>=0.95
E_all_deployable hgb margin 0.15 beta_bin=0.8<=beta<1.1
E_all_deployable hgb margin 0.15 beta_bin=1.1<=beta<1.4
E_all_deployable hgb margin 0.15 beta_bin=1.4<=beta<1.7
E_all_deployable hgb margin 0.15 beta_bin=beta<0.8
E_all_deployable hgb margin 0.15 beta_bin=beta>=1.7
E_all_deployable hgb margin 0.15 content_cluster=content_k5_c0
E_all_deployable hgb margin 0.15 content_cluster=content_k5_c1
E_all_deployable hgb margin 0.15 content_cluster=content_k5_c2
E_all_deployable hgb margin 0.15 content_cluster=content_k5_c3
E_all_deployable hgb margin 0.15 content_cluster=content_k5_c4
E_all_deployable hgb margin 0.15 residual_energy_bin=residual_high_q4
E_all_deployable hgb margin 0.15 residual_energy_bin=residual_low_q1
E_all_deployable hgb margin 0.15 residual_energy_bin=residual_midhigh_q3
E_all_deployable hgb margin 0.15 residual_energy_bin=residual_midlow_q2
E_all_deployable_shuffled hgb margin 0.15 random_1
E_all_deployable_shuffled hgb margin 0.15 random_2
E_all_deployable_shuffled hgb margin 0.15 random_3
E_all_deployable_shuffled hgb margin 0.15 official_strength_bin=midhigh_official_q3
E_all_deployable_shuffled hgb margin 0.15 official_strength_bin=midlow_official_q2
E_all_deployable_shuffled hgb margin 0.15 official_strength_bin=strong_official_q4
E_all_deployable_shuffled hgb margin 0.15 official_strength_bin=weak_official_q1
E_all_deployable_shuffled hgb margin 0.15 cr_strength_bin=midhigh_cr_q3
E_all_deployable_shuffled hgb margin 0.15 cr_strength_bin=midlow_cr_q2
E_all_deployable_shuffled hgb margin 0.15 cr_strength_bin=strong_cr_q4
E_all_deployable_shuffled hgb margin 0.15 cr_strength_bin=weak_cr_q1
E_all_deployable_shuffled hgb margin 0.15 airlight_bin=0.65<=A<0.75
E_all_deployable_shuffled hgb margin 0.15 airlight_bin=0.75<=A<0.85
E_all_deployable_shuffled hgb margin 0.15 airlight_bin=0.85<=A<0.95
E_all_deployable_shuffled hgb margin 0.15 airlight_bin=A<0.65
E_all_deployable_shuffled hgb margin 0.15 airlight_bin=A>=0.95
E_all_deployable_shuffled hgb margin 0.15 beta_bin=0.8<=beta<1.1
E_all_deployable_shuffled hgb margin 0.15 beta_bin=1.1<=beta<1.4
E_all_deployable_shuffled hgb margin 0.15 beta_bin=1.4<=beta<1.7
E_all_deployable_shuffled hgb margin 0.15 beta_bin=beta<0.8
E_all_deployable_shuffled hgb margin 0.15 beta_bin=beta>=1.7
E_all_deployable_shuffled hgb margin 0.15 content_cluster=content_k5_c0
E_all_deployable_shuffled hgb margin 0.15 content_cluster=content_k5_c1
E_all_deployable_shuffled hgb margin 0.15 content_cluster=content_k5_c2
E_all_deployable_shuffled hgb margin 0.15 content_cluster=content_k5_c3
E_all_deployable_shuffled hgb margin 0.15 content_cluster=content_k5_c4
E_all_deployable_shuffled hgb margin 0.15 residual_energy_bin=residual_high_q4
E_all_deployable_shuffled hgb margin 0.15 residual_energy_bin=residual_low_q1
E_all_deployable_shuffled hgb margin 0.15 residual_energy_bin=residual_midhigh_q3
E_all_deployable_shuffled hgb margin 0.15 residual_energy_bin=residual_midlow_q2
Z_diagnostic_leakage hgb margin 0.15 random_1
Z_diagnostic_leakage hgb margin 0.15 random_2
Z_diagnostic_leakage hgb margin 0.15 random_3
Z_diagnostic_leakage hgb margin 0.15 official_strength_bin=midhigh_official_q3
Z_diagnostic_leakage hgb margin 0.15 official_strength_bin=midlow_official_q2
Z_diagnostic_leakage hgb margin 0.15 official_strength_bin=strong_official_q4
Z_diagnostic_leakage hgb margin 0.15 official_strength_bin=weak_official_q1
Z_diagnostic_leakage hgb margin 0.15 cr_strength_bin=midhigh_cr_q3
Z_diagnostic_leakage hgb margin 0.15 cr_strength_bin=midlow_cr_q2
Z_diagnostic_leakage hgb margin 0.15 cr_strength_bin=strong_cr_q4
Z_diagnostic_leakage hgb margin 0.15 cr_strength_bin=weak_cr_q1
Z_diagnostic_leakage hgb margin 0.15 airlight_bin=0.65<=A<0.75
Z_diagnostic_leakage hgb margin 0.15 airlight_bin=0.75<=A<0.85
Z_diagnostic_leakage hgb margin 0.15 airlight_bin=0.85<=A<0.95
Z_diagnostic_leakage hgb margin 0.15 airlight_bin=A<0.65
Z_diagnostic_leakage hgb margin 0.15 airlight_bin=A>=0.95
Z_diagnostic_leakage hgb margin 0.15 beta_bin=0.8<=beta<1.1
Z_diagnostic_leakage hgb margin 0.15 beta_bin=1.1<=beta<1.4
Z_diagnostic_leakage hgb margin 0.15 beta_bin=1.4<=beta<1.7
Z_diagnostic_leakage hgb margin 0.15 beta_bin=beta<0.8
Z_diagnostic_leakage hgb margin 0.15 beta_bin=beta>=1.7
Z_diagnostic_leakage hgb margin 0.15 content_cluster=content_k5_c0
Z_diagnostic_leakage hgb margin 0.15 content_cluster=content_k5_c1
Z_diagnostic_leakage hgb margin 0.15 content_cluster=content_k5_c2
Z_diagnostic_leakage hgb margin 0.15 content_cluster=content_k5_c3
Z_diagnostic_leakage hgb margin 0.15 content_cluster=content_k5_c4
Z_diagnostic_leakage hgb margin 0.15 residual_energy_bin=residual_high_q4
Z_diagnostic_leakage hgb margin 0.15 residual_energy_bin=residual_low_q1
Z_diagnostic_leakage hgb margin 0.15 residual_energy_bin=residual_midhigh_q3
Z_diagnostic_leakage hgb margin 0.15 residual_energy_bin=residual_midlow_q2
A_official_output hgb margin 0.20 random_1
A_official_output hgb margin 0.20 random_2
A_official_output hgb margin 0.20 random_3
A_official_output hgb margin 0.20 official_strength_bin=midhigh_official_q3
A_official_output hgb margin 0.20 official_strength_bin=midlow_official_q2
A_official_output hgb margin 0.20 official_strength_bin=strong_official_q4
A_official_output hgb margin 0.20 official_strength_bin=weak_official_q1
A_official_output hgb margin 0.20 cr_strength_bin=midhigh_cr_q3
A_official_output hgb margin 0.20 cr_strength_bin=midlow_cr_q2
A_official_output hgb margin 0.20 cr_strength_bin=strong_cr_q4
A_official_output hgb margin 0.20 cr_strength_bin=weak_cr_q1
A_official_output hgb margin 0.20 airlight_bin=0.65<=A<0.75
A_official_output hgb margin 0.20 airlight_bin=0.75<=A<0.85
A_official_output hgb margin 0.20 airlight_bin=0.85<=A<0.95
A_official_output hgb margin 0.20 airlight_bin=A<0.65
A_official_output hgb margin 0.20 airlight_bin=A>=0.95
A_official_output hgb margin 0.20 beta_bin=0.8<=beta<1.1
A_official_output hgb margin 0.20 beta_bin=1.1<=beta<1.4
A_official_output hgb margin 0.20 beta_bin=1.4<=beta<1.7
A_official_output hgb margin 0.20 beta_bin=beta<0.8
A_official_output hgb margin 0.20 beta_bin=beta>=1.7
A_official_output hgb margin 0.20 content_cluster=content_k5_c0
A_official_output hgb margin 0.20 content_cluster=content_k5_c1
A_official_output hgb margin 0.20 content_cluster=content_k5_c2
A_official_output hgb margin 0.20 content_cluster=content_k5_c3
A_official_output hgb margin 0.20 content_cluster=content_k5_c4
A_official_output hgb margin 0.20 residual_energy_bin=residual_high_q4
A_official_output hgb margin 0.20 residual_energy_bin=residual_low_q1
A_official_output hgb margin 0.20 residual_energy_bin=residual_midhigh_q3
A_official_output hgb margin 0.20 residual_energy_bin=residual_midlow_q2
A_output_plus_meta hgb margin 0.20 random_1
A_output_plus_meta hgb margin 0.20 random_2
A_output_plus_meta hgb margin 0.20 random_3
A_output_plus_meta hgb margin 0.20 official_strength_bin=midhigh_official_q3
A_output_plus_meta hgb margin 0.20 official_strength_bin=midlow_official_q2
A_output_plus_meta hgb margin 0.20 official_strength_bin=strong_official_q4
A_output_plus_meta hgb margin 0.20 official_strength_bin=weak_official_q1
A_output_plus_meta hgb margin 0.20 cr_strength_bin=midhigh_cr_q3
A_output_plus_meta hgb margin 0.20 cr_strength_bin=midlow_cr_q2
A_output_plus_meta hgb margin 0.20 cr_strength_bin=strong_cr_q4
A_output_plus_meta hgb margin 0.20 cr_strength_bin=weak_cr_q1
A_output_plus_meta hgb margin 0.20 airlight_bin=0.65<=A<0.75
A_output_plus_meta hgb margin 0.20 airlight_bin=0.75<=A<0.85
A_output_plus_meta hgb margin 0.20 airlight_bin=0.85<=A<0.95
A_output_plus_meta hgb margin 0.20 airlight_bin=A<0.65
A_output_plus_meta hgb margin 0.20 airlight_bin=A>=0.95
A_output_plus_meta hgb margin 0.20 beta_bin=0.8<=beta<1.1
A_output_plus_meta hgb margin 0.20 beta_bin=1.1<=beta<1.4
A_output_plus_meta hgb margin 0.20 beta_bin=1.4<=beta<1.7
A_output_plus_meta hgb margin 0.20 beta_bin=beta<0.8
A_output_plus_meta hgb margin 0.20 beta_bin=beta>=1.7
A_output_plus_meta hgb margin 0.20 content_cluster=content_k5_c0
A_output_plus_meta hgb margin 0.20 content_cluster=content_k5_c1
A_output_plus_meta hgb margin 0.20 content_cluster=content_k5_c2
A_output_plus_meta hgb margin 0.20 content_cluster=content_k5_c3
A_output_plus_meta hgb margin 0.20 content_cluster=content_k5_c4
A_output_plus_meta hgb margin 0.20 residual_energy_bin=residual_high_q4
A_output_plus_meta hgb margin 0.20 residual_energy_bin=residual_low_q1
A_output_plus_meta hgb margin 0.20 residual_energy_bin=residual_midhigh_q3
A_output_plus_meta hgb margin 0.20 residual_energy_bin=residual_midlow_q2
B_candidate_output_deltas hgb margin 0.20 random_1
B_candidate_output_deltas hgb margin 0.20 random_2
B_candidate_output_deltas hgb margin 0.20 random_3
B_candidate_output_deltas hgb margin 0.20 official_strength_bin=midhigh_official_q3
B_candidate_output_deltas hgb margin 0.20 official_strength_bin=midlow_official_q2
B_candidate_output_deltas hgb margin 0.20 official_strength_bin=strong_official_q4
B_candidate_output_deltas hgb margin 0.20 official_strength_bin=weak_official_q1
B_candidate_output_deltas hgb margin 0.20 cr_strength_bin=midhigh_cr_q3
B_candidate_output_deltas hgb margin 0.20 cr_strength_bin=midlow_cr_q2
B_candidate_output_deltas hgb margin 0.20 cr_strength_bin=strong_cr_q4
B_candidate_output_deltas hgb margin 0.20 cr_strength_bin=weak_cr_q1
